smooth 平滑的
weather 天气
steady 稳定
threaten 威胁
depth 深度
oppose 反对
deliver 交付
ancient 古
pray 祈祷
adopt 通过
birth 出生
appearance 外观
universe 宇宙
busy 忙碌的
hurry 匆匆
coast 海岸
forth 规定
smell 气味
furnish 提供
female 女性
hide 隐藏
wire 电线
proposal 建议
ought 应该
victory 胜利餐室
quarter 季
engine 发动机
customer 消费者
waste 浪费
fool 傻瓜
intend 打算
intention 意向
desk 办公桌
politics 政治
passage 通过
root 根
climb 攀登
metal 金属
gradual 渐进
hunt 亨特
protection 保护
satisfy 满足
roof 屋顶
branch 分支
pleasure 高兴
witness 证人
loose 松散
nose 鼻子
mine 我的
band 带
aside 预留
risk 风险
tomorrow 明天
remind 提醒
ear 耳
fish 鱼
shore 岸
operator 经营者
civilize 教化
being 存在
silent 沉默
screen 屏幕
bind 绑定
earn 赚取
pack 包
colony 殖民地
besides 此外
slip 滑移
cousin 表兄弟姊妹
scale 规模
relief 救济
explore 探索
stem 干
brain 脑
musician 音乐家
defend 捍卫
bend 弯曲
somebody 有人
shadow 阴影
mix 混合
smoke 烟雾
description 描述
fruit 水果
guilt 内疚
yield 生产
sensitive 敏感
salt 盐
pale 苍白
sweep 扫描
completion 完成
throat 喉咙
agriculture 农业
admire 佩服
gentle 温柔
dozen 打
particle 颗粒
pleasant 愉快
bay 湾
cup 杯
competition 竞争
moon 月亮
terrible 可怕
strip 带
mechanic 机械
shock 休克
conversation 交谈
angle 角
tall 高的
plenty 大量
star 明星
yellow 黄色
sick 病人
thorough 彻底
absolute 绝对
succeed 成功
surround 环绕
proud 自豪的
dear 亲爱的
card 卡
lake 湖
breath 呼吸
afraid 害怕
silence 沉默
onto 到
shoe 鞋
somewhere 某处
chain 链
slide 幻灯片
copy 复制
machinery 机械
wake 唤醒
severe 严重
pocket 口袋
bone 骨
honest 诚实
freeze 冻结
dictionary 字典
calm 平静
swim 游泳
ice 冰
male 男性
skin 皮肤
crack 裂纹
rush 繁忙
wet 湿的
meat 肉
commerce 电子商务
joint 联合
gift 礼物
host 主人
suspect 怀疑
path 路径
uncle 叔叔
afford 负担
instant 即时
satisfactory 满意
height 高度
track 跟踪
confidence 信心
grass 草
suggestion 建议
favorite 最爱
breakfast 早餐
apart 除了
chest 胸膛
entrance 入口
march 3月
sink 下沉
northern 北部
iron 铁
alive 活着
ill 有病的
bag 袋
disturb 打扰
native 原生
bedroom 卧室
violent 暴力
beneath 下方
pause 暂停
tough 强硬的
substance 物质
threat 威胁
charm 魅力
absence 缺席
factory 工厂
spite 尽管
meal 餐
universal 通用
accident 事故
highway 公路
sentence 句
liberty 自由
wise 英明的
noise 噪音
discovery 发现
tube 管
flash 闪光
twist 捻
fence 围栏
childhood 童年
joy 喜悦
sister 姐妹
sad 悲哀的
efficiency 效率
disappear 消失
defeat 失败
extensive 广泛
rent 租金
comparison 比较
possess 拥有
grace 宽限期
flesh 肉
liquid 液体
scientist 科学家
ease 缓解
heaven 天堂
milk 牛奶
sympathy 同情
rank 排名
restaurant 餐厅
frequency 频率
angry 生气的
shade 灯罩
accuse 指责
necessity 必要性
knock 敲
loud 高声的
permanent 永久
row 行
lovely 可爱的
confuse 混淆
gold 黄金
frighten 吓唬
solve 解决
grave 严重
salary 工资
photograph 照片
advice 建议
abroad 国外
wound 伤口
virtue 美德
dare 不惧
queen 女王
extra 额外
attract 吸引
numerous 无数
pink 粉红色
gate 门
expensive 昂贵的
shut 关闭
chicken 小鸡
forgive 原谅
holy 神圣
wooden 木
prompt 提示
crime 犯罪
sorry 对不起
republic 共和国
anger 愤怒
visitor 访客
pile 桩
violence 暴力
steel 钢铁
wing 翼
stair 楼梯
partner 合作伙伴
delay 延迟
gentleman 绅士
pour 倒
confusion 混乱
damage 损害
kick 踢
safety 安全
burst 爆裂
*** ***
resistance 阻力
screw 螺丝钉
pride 骄傲的
till 直到
hire 租用
verb 动词
preach 讲道
clerk 办事员
everywhere 无处不在
anyway 总之
fan 风扇
connect 连接
egg 鸡蛋
efficient 效率
grain 粮食
calculate 计算
drag 拖动
opposition 反对
worship 崇拜
arrest 逮捕
discipline 纪律
string 字符串
harbor 港
camera 相机
mechanism 机制
cow 牛
grand 大
funny 有趣的
insurance 保险
reduction 减少
strict 严格
lesson 教训
tight 紧的
sand 沙
plate 板
qualify 资格
elsewhere 其他
mad 疯狂的
interference 干扰
pupil 瞳孔
fold 折叠
royal 皇家
valuable 宝贵
whisper 耳语
anybody 任何人
hurt 伤害
excess 过剩
quantity 数量
fun 娱乐
mud 泥
extension 扩展
recognition 识别
kiss 亲吻
crop 作物
sail 帆
attractive 吸引力
habit 习惯
relieve 减轻
wisdom 智慧
persuade 说服
certainty 确定性
cloth 布
eager 渴望
deserve 值得
sympathetic 同情
cure 治愈
trap 陷阱
puzzle 谜
powder 粉
raw 生肉
mankind 人类
glad 高兴的
blame 责备
whenever 每当
anxiety 焦虑
bus 巴士
tremble 颤抖
sacred 神圣
fortunate 幸运
glory 荣耀
golden 黄金
neat 整洁
weekend 周末
treasury 库务署
overcome 克服
cat 猫
sacrifice 牺牲
complain 抱怨
elect 选举
roar 轰鸣
sake 酒
temple 寺庙
self 自我
compete 竞争
nurse 护士
stuff 原料
stomach 胃
peculiar 奇特
repair 修复
storm 风暴
ton 吨
desert 沙漠
allowance 津贴
servant 仆人
hunger 饥饿
conscience 良心
bread 面包
crash 崩溃
tip 小费
strengthen 加强
proof 证明
generous 慷慨
sir 先生
tonight 今晚
whip 鞭
tongue 舌
mill 轧机
merchant 商人
coal 煤
ruin 废墟
introduction 介绍
courage 勇气
actor 演员
belt 带
stir 搅拌
package 包
punish 惩罚
reflection 反思
breathe 呼吸
anywhere 任何地方
amuse 逗
dull 沉闷
fate 命运
net 网
fellowship 奖学金
fault 故障
furniture 家具
beam 梁
pencil 铅笔
border 边界
disappoint 失望
flame 火焰
joke 笑话
bless 保佑
corn 玉米
shell 外壳
tempt 勾引
supper 晚饭
destruction 销毁
dive 跳水
anxious 焦虑
shine 照
cheap 便宜的
dish 盘
distant 遥远
greet 迎接
flood 洪水
excuse 借口
insect 昆虫
ceremony 仪式
decrease 减少
prize 奖
harm 伤害
insure 保险
verse 诗
pot 锅
sincere 真诚
cotton 棉花
leaf 叶
rub 擦
medicine 医药
stroke 敲击
bite 咬
lung 肺
lonely 孤独的
admission 入院
stupid 愚蠢的
scratch 从头开始
composition 组成
broadcast 广播
drum 鼓
resist 抵制
neglect 忽视
absent 缺席
passenger 乘客
adventure 冒险
beg 乞求
pipe 管
beard 胡子
bold 大胆
meanwhile 同时
devil 魔鬼
cheer 欢呼
nut 螺母
split 裂开
melt 熔体
swear 发誓
sugar 糖
bury 埋葬
wipe 擦
faint 微弱
creature 生物
tail 尾
wealth 财富
earnest 认真
translate 翻译
suspicion 怀疑
noble 高贵
inquiry 调查
journey 旅程
hesitate 犹豫
extraordinary 非凡
borrow 借入
owe 欠
funeral 葬礼
ambition 野心
mixture 混合物
slope 斜坡
criminal 犯罪
seldom 很少
map 地图
spin 自旋
praise 赞美
spare 备用
plow 犁
telegraph 电报
barrel 桶
straighten 整顿
scarce 稀缺
lunch 午餐
slavery 奴隶制
creep 蠕变
sweat 汗水
gay 同性恋
stiff 僵硬
brave 勇敢
seize 抓住
convenient 方便
horizon 地平线
moderate 温和
complicate 复杂
dig 挖
curse 诅咒
weigh 权衡
priest 牧师
excessive 过度
quarrel 争吵
widow 寡妇
modest 温和
dine 用餐
politician 政治家
custom 风俗
educate 教育
salesman 推销员
nail 钉
tap 自来水
eastern 东部
possession 藏
satisfaction 满意
behave 行为
mercy 怜悯
scatter 散射
objection 反对
silver 银
tent 帐篷
saddle 鞍
wrap 包
nest 巢
grind 研磨
spell 法术
plaster 石膏
arch 弓
swell 膨胀
friendship 友谊
bath 浴
bundle 丛
grateful 感谢
crown 冠
boundary 边界
nowhere 无处
asleep 睡着
clock 时钟
boil 煮沸
altogether 共
lend 借出
holiday 假期
precious 珍贵
wander 漫步
ugly 丑陋的
reputation 声誉
ticket 机票
pretend 假装
dismiss 辞退
delicate 微妙
despair 绝望
awake 清醒
tea 茶
FALSE 假
fortune 财富
cap 帽
thread 线
haste 匆忙
bare 裸
shirt 衬衫
bargain 讨价还价
leather 皮革
rail 铁路
butter 黄油
dot 点
inquire 查询
warmth 温暖
decisive 决定性的
vessel 船
pity 可惜
steam 蒸汽
pin 针
bound 跳跃
companion 伴侣
toe 脚趾
reward 奖励
forbid 禁止
wherever 哪里
tower 塔
bathe 洗澡
lodge 投诉
swallow 燕子
multiply 乘
bow 弓
kingdom 王国
garage 车库
permission 许可
pump 泵
prevention 预防
urgent 紧急
aunt 姑妈
zero 零
idle 懒惰的
fever 热
Christmas 圣诞
regret 遗憾
jaw 下巴
soap 肥皂
pronounce 发音
empire 帝国
bowl 碗
outline 大纲
organ 器官
imitation 模仿
caution 谨慎
mineral 矿产
disagree 不同意
blade 刀片
trick 把戏
treasure 珍惜
immense 巨大
convenience 方便
disapprove 不赞成
destructive 破坏性
fork 叉
noon 中午
ownership 所有权
tune 调
polish 波兰文
poison 毒药
shame 羞耻
loyalty 忠诚
cottage 平房
astonish 骇
shave 刮胡子
feather 羽毛
sauce 酱油
lid 盖
debt 债务
fade 褪色
confess 坦白
classification 分类
descend 下降
cape 角
mild 轻度
clever 聪明的
envelope 信封
invention 发明
sheep 羊
splendid 辉煌
stamp 邮票
float 浮动
brick 砖
rice 水稻
businessman 商人
backward 落后
qualification 资格
artificial 人工
attraction 吸引力
lamp 灯
curl 卷曲
shower 阵雨
elder 长老
bunch 束
bell 钟
steer 引导
flavor 风味
spit 吐
rob 抢劫
cream 奶油
interrupt 中断
pen 笔
weave 编织
orange 橙色
rescue 救援
crush 粉碎
humble 谦逊
fancy 花式
decay 衰变
polite 礼貌
tribe 部落
bleed 出血
coin 硬币
fond 喜欢
autumn 秋季
classify 分类
omit 省略
loyal 忠诚
needle 针
lessen 减少
complaint 投诉
pad 垫
steep 陡峭
skirt 裙子
curtain 窗帘
calculation 计算
laughter 笑声
solemn 庄严
grease 油脂
interfere 干涉
explode 爆炸
fasten 紧固
flag 旗
resign 辞职
postpone 推迟
patience 耐心
boast 吹嘘
rope 绳
envy 羡慕
airplane 飞机
rid 摆脱
shield 盾
veil 面纱
kneel 跪
tray 托盘
explosive 爆炸
brass 黄铜
taxi 的士
wax 蜡
duck 鸭
button 按钮
invent 发明
remedy 补救措施
bush 布什
thunder 雷声
weaken 削弱
poverty 贫困
scrape 刮
arrow 箭头
tender 招标
cruel 残忍
soften 软化
mouse 鼠标
hay 干草
anyhow 无论如何
alike 同样
circular 通告
juice 果汁
shelf 货架
bake 烤
hatred 仇恨
cautious 谨慎
basket 篮
wreck 沉船
width 宽度
confident 信心
log 日志
heap 堆
suck 吸取
ladder 阶梯
gap 差距
obey 服从
hut 小屋
axe 斧
translation 翻译
collar 领
delivery 传递
reproduce 重现
confession 自白
pan 泛
prejudice 偏见
voyage 航程
tobacco 烟草
simplicity 简单
paste 粘贴
cake 蛋糕
elephant 大象
ribbon 丝带
harvest 收获
ashamed 惭愧
cave 洞穴
customary 习惯
thief 小偷
damp 潮湿
sew 缝
rust 锈病
separation 分离
waiter 服务员
pet 宠物
straw 稻草
upset 颠覆
towel 毛巾
refresh 刷新
essence 本质
fur 毛皮
ambitious 雄心勃勃
defendant 被告
daylight 白天
dip 浸
suspicious 可疑
imaginary 虚
ash 灰
carriage 运输
educator 教育家
saw 锯
stove 炉灶
rubber 橡胶
rug 地毯
misery 苦难
awkward 尴尬
rival 对手
roast 烤
deed 契据
preference 偏好
explosion 爆炸
theatrical 戏剧
cultivate 培养
collector 收藏家
miserable 可怜
wrist 手腕
rabbit 兔
accustom 习惯于
tide 潮流
insult 侮辱
thumb 拇指
lump 肿块
annoy 苦恼
toy 玩具
heal 治愈
shallow 浅
repetition 重复
soup 汤
whistle 哨子
scenery 风景
